tweet_id,favorites,retweets,user_followers,user_favourites,date_time
823719002937630720,0,12642,6629317,132918,2017-01-24 02:28:08
823699002998870016,13639,2709,6629317,132918,2017-01-24 01:08:40
823581115634085888,14147,2975,6629317,132918,2017-01-23 17:20:14
823333489516937216,761,29,6629066,132916,2017-01-23 00:56:15
823322678127919110,17121,4526,6629318,132918,2017-01-23 00:13:17
823269594223824897,0,11091,6629319,132918,2017-01-22 20:42:21
822975315408461824,18800,3866,6629319,132918,2017-01-22 01:12:59
822872901745569793,143885,49372,6629319,132918,2017-01-21 18:26:02
822859134160621569,14348,2564,6629319,132918,2017-01-21 17:31:20
822647212903690241,0,7198,6629319,132918,2017-01-21 03:29:14
822610361945911296,16042,3331,6629319,132918,2017-01-21 01:02:48
822489057087389700,19735,7198,6629319,132918,2017-01-20 17:00:46
822462944365645825,31164,16644,6629319,132918,2017-01-20 15:17:01
822244816520155136,38126,11091,6629320,132918,2017-01-20 00:50:15
822163064745328640,0,5426,6629320,132918,2017-01-19 19:25:24
821886076407029760,12359,2634,6629320,132918,2017-01-19 01:04:45
821813639212650496,0,3752,6629320,132918,2017-01-18 20:16:54
821765923262631936,9172,1865,6629320,132918,2017-01-18 17:07:18
821522889702862852,8720,1987,6629320,132918,2017-01-18 01:01:34
821421320206483457,0,6289,6629320,132918,2017-01-17 18:17:58
821407182352777218,12833,4908,6629320,132918,2017-01-17 17:21:47
821153421864615936,275,10,6629320,132918,2017-01-17 00:33:26
821149554670182400,9525,2266,6629320,132918,2017-01-17 00:18:04
821107785811234820,10457,2403,6629320,132918,2017-01-16 21:32:06
